Player ID;Fullname;Nationality;Age;Club;ClubID;Caps;Goals;Date Joined;Contract Ends;Column1;Birthsday;Start year;Best position;Goalkeeper;Defender Central;Defender Right;Defender Left;Wingback right;Wingback left;Defensive midfielder;Midfielder Central;Midfielder right;Midfielder left;Attacking Midfielder Central;Attacking Midfielder right;Attacking Midfielder left;Center Forward;Right Forward;Left Forward;Ability;Potential;Reputation;Big Occasion;Character;Consistency;Technique;Passing;Heading;Shooting;Flair;Dribbling;Tackling;Stamina;Strength;Pace;Jumping;Inj Prone %;Set Pieces;Positioning;Off The Ball;Marking;Creativity;Adaptability;Aggression;Determination;Dirtyness;Influence
283;Allan Reese;Denmark;28;AGF;19;0;0;7;;;26-07-1967;01-07-1996;AMC;0;0;0;0;0;0;0;0;0;0;100;100;100;100;100;100;110;115;0;12;11;14;13;13;13;13;10;10;9;10;10;0;11,5;16;14;10;8;9;14;15;10;10;8;10
284;Mads Rieper;Denmark;22;AGF;19;0;0;;;;20-07-1973;01-07-1996;DC;0;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;119;151;0;16;17;17;12;15;20;11;10;6;19;4;16;0;18;0;4;19;5;14;17;18;15;13;8;6
285;Stefan Schmidt;Denmark;20;AGF;19;0;0;7;;;07-11-1975;01-07-1996;MC;0;0;0;0;0;0;0;100;100;100;0;0;0;0;0;0;85;103;0;10;11;10;16;9;19;14;15;16;19;16;18;0;18,5;14;3;6;13;17;18;16;12;13;17;18
286;Dennis Siim;Denmark;20;AGF;19;0;0;;;;10-04-1976;01-07-1996;MC;0;100;100;100;100;100;100;100;100;100;0;0;0;0;0;0;98;132;0;14;11;10;12;13;10;12;15;14;9;10;9;0;9,5;9;12;11;12;9;13;8;15;12;9;8
287;Claus Struck;Denmark;25;AGF;19;0;0;;;;16-09-1970;01-07-1996;MC;0;0;0;0;0;0;0;100;100;100;0;0;0;0;0;0;101;123;0;13;14;14;13;9;9;7;8;10;14;11;12;0;10,5;11;11;14;9;13;10;12;13;13;12;10
288;Jesper S?rensen;Denmark;23;AGF;19;0;0;7;;;10-06-1973;01-07-1996;AMC;0;0;0;0;0;0;0;100;0;100;100;0;100;0;0;0;110;135;0;10;11;16;11;13;11;11;12;13;11;10;11;0;11;0;12;12;12;11;13;12;11;11;12;10
289;Johnny Vilstrup;Denmark;27;AGF;19;0;0;;;;27-02-1969;01-07-1996;DR;0;100;100;0;50;0;50;100;100;0;0;0;0;0;0;0;124;129;0;8;8;12;12;15;8;17;10;12;13;9;9;0;8,5;14;16;8;10;9;12;8;9;11;8;7
290;Lars Windfeld;Denmark;33;AGF;19;0;0;;;;03-10-1962;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;147;0;15;12;16;15;13;13;4;0;0;15;14;15;0;14;10;13;14;12;5;12;14;14;12;11;14
291;Kim Christensen;Denmark;20;AGF;19;0;0;;;;11-02-1976;01-07-1996;MC;0;0;0;0;0;0;0;100;100;100;50;50;50;0;0;0;89;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
292;Peter Degn;Denmark;19;AGF;19;0;0;;;;06-04-1977;01-07-1996;AMC;0;0;0;0;0;0;0;100;100;0;100;100;0;50;50;0;111;-1;0;0;13;9;18;14;12;15;20;16;12;14;9;0;10,5;0;14;14;18;12;16;13;12;13;5;13
293;Carsten Hallum;Denmark;26;AGF;19;0;0;7;;;09-09-1969;01-07-1996;FR;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;112;126;0;13;19;10;19;10;18;9;16;15;18;8;13;8;15,5;6;13;20;10;19;11;0;12;13;17;18
294;Jes H?jen;Denmark;18;AGF;19;0;0;;;;29-03-1978;01-07-1996;DR;0;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;99;-1;0;0;0;0;0;0;13;0;0;0;15;0;12;0;12,5;0;0;0;0;0;0;0;0;0;0;0
295;Bjarne Jensen;Denmark;23;AGF;19;0;0;5;;;01-05-1973;01-07-1996;DL;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;99;119;0;10;10;14;10;10;12;9;10;12;13;10;13;0;12,5;0;9;11;11;10;10;8;11;9;13;7
296;John Jensen;Denmark;19;AGF;19;0;0;;;;04-01-1977;01-07-1996;DR;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;92;126;0;14;12;16;14;15;18;17;14;9;16;19;13;10;15,5;0;13;14;4;14;14;16;13;13;7;15
297;Niels C. J?rgensen;Denmark;25;AGF;19;0;0;;;;24-01-1971;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;121;0;10;15;14;10;10;11;6;6;5;12;11;10;15;10,5;10;11;9;9;5;8;12;10;8;9;8
298;Matts Andersson;Sweden;20;AIK;20;0;0;;;;13-08-1975;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;140;0;15;0;14;12;14;20;0;0;0;19;20;17;17;18,5;10;1;17;0;10;10;14;6;10;4;18
299;Thomas Lagerl?f;Sweden;24;AIK;20;0;0;;;;15-11-1971;01-07-1996;DC;0;100;0;100;0;100;100;100;0;100;0;0;0;0;0;0;91;120;0;0;0;11;10;10;13;7;2;3;18;18;16;0;14,5;12;3;0;8;16;16;12;10;14;5;12
300;Dirk Lidman;Sweden;29;AIK;20;0;0;;;;24-01-1967;01-07-1996;FR;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;139;130;131;0;0;14;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0
301;P?r Millqvist;Sweden;29;AIK;20;0;0;;;;24-05-1967;01-07-1996;DL;0;100;0;100;0;100;100;0;0;0;0;0;0;0;0;0;122;133;0;0;4;10;8;4;12;5;1;2;17;16;11;0;11,5;0;2;10;6;7;10;10;5;0;5;0
302;Johan Mj?llby;Sweden;25;AIK;20;0;0;;;;09-02-1971;01-07-1996;DC;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;88;125;0;0;0;17;7;6;9;7;1;2;16;13;12;0;10,5;9;4;13;6;10;10;14;14;14;12;15
303;Krister Nordin;Sweden;28;AIK;20;0;0;;;;25-02-1968;01-07-1996;AMC;0;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;134;151;0;0;0;9;15;7;2;11;16;18;8;20;11;0;6,5;10;10;14;13;1;20;11;9;20;7;6
304;Cesar Pacha;Sweden;20;AIK;20;0;0;;;;01-11-1975;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;95;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
305;Niclas Sandberg;Sweden;17;AIK;20;0;0;;;;03-09-1978;01-07-1996;FR;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
306;Pascal Simpson;Sweden;25;AIK;20;0;0;;;;04-05-1971;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;134;164;0;0;1;18;15;16;15;15;7;4;10;20;17;0;16;10;7;13;12;4;4;20;13;15;6;15
307;Alexander ?stlund;Sweden;17;AIK;20;0;0;;;;02-11-1978;01-07-1996;FC;0;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;132;142;0;0;0;12;14;14;9;13;15;14;8;11;9;14;9;5;5;12;11;5;15;9;0;12;5;8
308;Vadim Yevtushenko;Ukraine;19;AIK;20;0;0;;;;01-06-1977;01-07-1996;MC;0;0;0;0;0;0;0;100;100;100;0;0;0;0;0;0;135;0;125;9;9;16;17;12;6;15;15;12;8;9;0;0;3;12;10;11;0;8;7;0;10;7;9;11
309;Ola Andersson;Sweden;30;AIK;20;2;0;;;;01-07-1966;01-07-1996;AML;0;0;0;0;0;100;0;0;0;100;0;0;100;0;0;0;116;126;0;8;12;12;11;10;2;7;6;13;10;14;7;15;4,5;16;12;9;6;10;6;13;13;15;6;8
310;Marco Ciardi;Sweden;27;AIK;20;0;0;;;;25-06-1969;01-07-1996;MC;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;96;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
311;Patrick Englund;Sweden;30;AIK;20;0;0;;;;28-12-1965;01-07-1996;DR;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;135;168;0;0;0;15;8;5;7;4;4;5;18;12;11;0;9;0;8;10;12;10;13;12;7;10;4;7
312;Patrick Fredholm;Sweden;27;AIK;20;0;0;;;;01-12-1968;01-07-1996;MC;0;0;0;0;0;0;0;100;0;100;100;0;100;0;0;0;100;115;0;20;9;8;10;5;3;5;10;9;11;13;16;0;9,5;8;8;9;9;11;9;9;12;9;7;4
313;Pierre Gallo;Sweden;21;AIK;20;0;0;;;;24-01-1975;01-07-1996;DC;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;77;130;0;0;0;6;2;2;15;3;1;1;16;14;14;0;14,5;0;3;7;3;6;8;11;13;10;9;10
314;Mattias Johansson;Sweden;23;AIK;20;0;0;;;;12-01-1973;01-07-1996;AMC;0;0;0;0;0;0;0;100;100;0;100;100;0;100;100;0;96;110;0;0;0;15;15;15;2;14;16;20;8;10;10;0;6;10;13;10;13;1;15;15;8;10;5;0
315;Robert Johansson;Sweden;23;AIK;20;0;0;;;;30-04-1973;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
316;Stephan Johansson;Sweden;21;AIK;20;0;0;;;;21-01-1975;01-07-1996;DL;0;0;0;100;0;100;0;0;0;100;0;0;0;0;0;0;99;105;0;10;0;19;11;10;6;3;3;7;17;15;9;0;7,5;6;7;19;11;15;6;17;7;10;5;15
317;Steve Cooper;England;32;Airdrie;21;0;0;;;;22-06-1964;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;90;101;60;11;8;8;6;5;17;14;11;3;12;11;11;8;14;7;6;10;7;4;7;8;14;14;9;12
318;John Martin;Scotland;22;Airdrie;21;0;0;;;;30-01-1974;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;128;62;18;6;5;7;2;13;2;1;1;15;16;8;0;10,5;10;1;15;2;1;13;11;12;11;10;15
319;John McClelland;Scotland;19;Airdrie;21;0;0;;;;26-04-1977;01-07-1996;DMC;0;0;0;0;0;0;50;50;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
320;Gerard McKenna;Scotland;19;Airdrie;21;0;0;;;;02-02-1977;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
321;Brian McPhee;Scotland;25;Airdrie;21;0;0;;;;23-10-1970;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;50;0;0;100;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
322;Jimmy Sandison;Scotland;31;Airdrie;21;0;0;;;;22-06-1965;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;133;62;17;8;5;8;8;14;2;2;2;17;19;13;0;13,5;4;5;20;10;11;12;18;14;12;12;18
323;Tony Smith;Scotland;22;Airdrie;21;0;0;;;;28-10-1973;01-07-1996;DL;0;0;0;100;0;100;0;0;0;100;0;0;0;0;0;0;92;119;69;7;4;11;8;9;3;12;8;8;14;11;12;9;7,5;8;11;7;14;13;7;10;14;13;11;3
324;Sandy Stewart;Scotland;30;Airdrie;21;0;0;;;;14-10-1965;01-07-1996;ML;0;0;0;100;0;100;0;0;0;100;0;0;0;0;0;0;100;125;77;0;18;11;8;9;4;1;4;5;18;20;20;17;12;8;4;15;10;18;13;14;19;19;10;20
325;Sean Sweeney;Scotland;26;Airdrie;21;0;0;;;;17-08-1969;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;20
326;Marvyn Wilson;Scotland;22;Airdrie;21;0;0;;;;01-12-1973;01-07-1996;DMC;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;70;98;62;6;11;17;5;8;3;6;4;6;13;10;12;14;7,5;3;5;13;4;12;9;4;12;14;7;5
327;Andy Rhodes;England;31;Airdrie;21;0;0;;;;23-08-1964;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0;0;0;0;0;0;0;0
328;Kenny Black;Scotland;32;Airdrie;21;0;0;;;;29-11-1963;01-07-1996;MC;0;0;0;0;0;0;0;100;100;100;100;100;100;50;50;50;90;133;67;0;9;11;10;10;7;4;13;13;20;19;20;14;13,5;6;14;16;12;14;5;12;18;20;11;11
329;Gordon Connelly;Scotland;19;Airdrie;21;0;0;;;;01-11-1976;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;18;14;0;0;0;0;0;0;0;0;0;0;0
330;Patrick Connolly;Scotland;26;Airdrie;21;0;0;;;;25-06-1970;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;124;70;8;12;8;7;7;9;13;6;15;8;6;5;0;7;10;10;11;11;10;12;5;6;5;5;10
331;John Davies;Scotland;29;Airdrie;21;0;0;;;;25-09-1966;01-07-1996;AMC;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;147;98;10;10;0;12;8;1;7;12;12;2;2;2;7;1,5;3;14;2;15;1;3;15;1;1;3;5
332;Paul Jack;Scotland;31;Airdrie;21;0;0;;;;15-05-1965;01-07-1996;DC;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;118;85;17;13;14;8;9;13;11;2;3;15;17;11;0;12;3;5;20;7;19;0;15;19;16;12;12
333;Forbes Johnston;Scotland;24;Airdrie;21;0;0;;;;03-08-1971;01-07-1996;ML;0;0;0;0;0;50;0;0;0;100;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
334;Alan Lawrence;Scotland;33;Airdrie;21;0;0;;;;19-08-1962;01-07-1996;AMR;0;0;0;0;0;0;0;0;100;100;0;100;100;0;100;100;90;100;82;16;10;17;7;12;2;13;12;14;4;1;13;5;7,5;6;12;4;12;1;0;13;2;5;5;10
335;Sauveur Aiello;France;21;Ajaccio;22;0;0;;;;04-02-1975;01-07-1996;MC;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;112;135;96;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
336;Fabrice Bruneau;France;26;Ajaccio;22;0;0;7;;;13-08-1969;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;109;113;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
337;Philippe Burle;France;23;Ajaccio;22;0;0;7;;;15-02-1973;01-07-1996;DL;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;110;121;101;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
338;?ric Colling;France;24;Ajaccio;22;0;0;;;;04-08-1971;01-07-1996;MC;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;121;126;96;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
339;Olivier De Luca;France;23;Ajaccio;22;0;0;7;;;29-01-1973;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;123;98;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
340;Gil Fr?chingues;France;24;Ajaccio;22;0;0;;;;01-09-1971;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;101;101;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
341;Cyril Granon;France;24;Ajaccio;22;0;0;7;;;21-02-1972;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;101;123;99;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
342;St?phane Mazzolini;France;29;Ajaccio;22;0;0;7;;;28-11-1966;01-07-1996;MC;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;115;130;107;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
343;Mariano Juan;Argentina;20;Ajax;23;0;0;;7;;17-05-1976;01-07-1996;DMC;0;50;0;0;0;0;100;100;0;0;0;0;0;0;0;0;140;-1;80;0;0;0;0;0;16;0;0;0;18;0;0;14;8;0;0;0;0;17;0;0;0;0;0;0
344;Dean Gorre;Netherlands;25;Ajax;23;0;0;;;;10-09-1970;01-07-1996;MC;0;0;0;0;50;0;50;100;100;0;0;0;0;0;0;0;143;143;95;4;10;15;16;15;6;14;12;12;10;12;0;13;3;12;12;8;0;10;11;0;13;9;13;7
345;Fred Grim;Netherlands;30;Ajax;23;0;0;;;;17-08-1965;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;157;132;14;4;15;0;14;16;0;0;0;17;0;0;15;8;0;1;15;0;0;0;0;0;0;0;0
346;Peter Hoekstra;Netherlands;23;Ajax;23;5;0;1;7;;04-04-1973;01-07-1996;FL;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;100;165;-1;155;0;0;0;18;19;0;15;16;18;0;0;0;16;0;0;0;17;16;0;20;0;0;0;0;0
347;Kofey Mensa;Netherlands;22;Ajax;23;0;0;;;;01-01-2019;01-07-1996;DL;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;120;140;60;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
348;Casper Nelis;Netherlands;20;Ajax;23;0;0;;;;12-06-1976;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
349;Dennis Schulp;Netherlands;18;Ajax;23;0;0;;;;18-01-1978;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;140;-1;65;0;0;0;16;0;0;18;14;15;0;0;12;16;6;0;0;0;15;0;0;0;0;9;0;0
350;Gerald Sibon;Netherlands;22;Ajax;23;0;0;;7;;19-04-1974;01-07-1996;AMC;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;160;-1;110;15;6;8;18;16;15;17;19;18;3;13;17;0;16;10;15;0;17;0;16;0;5;0;13;11
351;Tom Sier;Netherlands;26;Ajax;23;0;0;;7;;01-01-1970;01-07-1996;DL;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;111;115;78;10;2;7;14;13;8;15;8;16;16;9;15;0;11,5;15;3;7;11;15;10;4;17;15;1;13
352;Arno Splinter;Netherlands;22;Ajax;23;0;0;;6;;01-01-2019;01-07-1996;DC;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;0;120;160;70;0;0;0;15;17;0;13;13;15;0;0;0;14;0;0;15;15;0;0;0;0;0;0;0;0
353;Rody Turpijn;Netherlands;22;Ajax;23;0;0;;7;;01-01-2019;01-07-1996;FL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;-1;0;0;0;0;17;18;0;0;16;17;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0
354;Froylan Ledezma;Costa Rica;22;Ajax;23;0;0;8;2;;01-01-2019;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;-1;0;0;0;0;0;0;0;19;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0
355;Edwin Van Der Sar;Netherlands;25;Ajax;23;1;0;;7;;29-10-1970;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;170;140;0;0;17;0;17;18;0;0;0;19;0;0;20;9;0;1;18;0;0;0;0;0;0;0;0
356;Richard Witschge;Netherlands;26;Ajax;23;22;1;;7;;20-09-1969;01-07-1996;MC;0;0;0;0;0;50;100;100;0;0;0;0;0;0;0;0;170;175;165;0;0;16;20;18;0;16;17;18;16;16;18;13;9;0;17;17;14;0;18;0;0;0;0;0
357;Tijani Babangida;Nigeria;22;Ajax;23;15;7;8;7;;25-09-1973;01-07-1996;FR;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;160;-1;150;0;0;0;12;16;0;16;0;17;0;0;0;20;0;0;14;0;0;0;0;0;0;0;0;0
358;Sunday Oliseh;Nigeria;21;Ajax;23;25;5;7;6;;14-09-1974;01-07-1996;DC;0;100;100;0;100;0;100;50;50;0;0;0;0;0;0;0;165;180;160;0;0;0;17;18;0;18;16;17;0;0;0;18;0;0;17;17;0;0;16;0;0;0;0;15
359;Andrzej Rudy;Poland;30;Ajax;23;30;8;7;7;;15-10-1965;01-07-1996;DR;0;50;50;50;100;100;100;100;100;100;0;0;0;0;0;0;135;0;0;0;0;15;16;15;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0
360; Dani;Portugal;19;Ajax;23;3;0;;7;;02-11-1976;01-07-1996;AMR;0;0;0;0;0;0;0;50;50;50;100;100;100;50;50;50;175;-1;168;15;10;10;20;18;9;18;18;17;0;11;10;14;9,5;7;17;0;14;5;15;11;1;12;4;8
361;Andrej Demtsjenko;Russia;19;Ajax;23;0;0;;;;20-08-1976;01-07-1996;AML;0;0;0;0;0;0;0;100;0;100;100;0;100;100;0;100;147;-1;132;0;0;14;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0
362;Benedict McCarthy;South Africa;18;Ajax;23;1;0;3;6;;12-11-1977;01-07-1996;FC;0;0;0;0;0;0;0;50;50;0;0;0;0;100;50;0;0;-1;0;0;0;0;16;0;0;18;0;17;0;0;0;18;0;0;0;0;16;0;0;0;0;0;0;0
363;Michael Laudrup;Denmark;31;Ajax;23;94;32;7;7;;15-05-1965;01-07-1996;AMC;0;0;0;0;0;0;0;100;100;100;100;100;100;0;0;0;145;177;145;15;6;15;20;20;7;15;20;20;6;13;10;13;8,5;8;17;13;11;1;20;18;5;14;3;16
364;Ole Tobiasen;Denmark;20;Ajax;23;0;0;;;;08-07-1975;01-07-1996;DR;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;12;13;13;7;11;11;13;16;13;15;13;0;7;13;13;14;13;0;7;12;0;13
365;Jari Litmanen;Finland;25;Ajax;23;0;0;;6;;20-02-1971;01-07-1996;AMC;0;0;0;0;0;0;0;0;0;0;100;0;0;100;50;0;173;182;180;0;0;14;18;18;17;18;17;18;12;16;15;17;16;0;17;5;17;11;14;14;0;14;0;0
366;Shota Arveladze;Georgia;22;Ajax;23;25;10;7;7;;01-01-2019;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;160;-1;140;0;0;0;18;0;0;18;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0
367;Danny Blind;Netherlands;34;Ajax;23;36;1;;7;;01-08-1961;01-07-1996;DC;0;100;100;0;100;0;100;0;0;0;0;0;0;0;0;0;175;175;165;0;4;14;14;13;13;7;4;11;20;14;13;13;13;0;4;17;11;13;10;15;8;12;6;18
368;Frank De Boer;Netherlands;26;Ajax;23;36;1;;6;;15-05-1970;01-07-1996;DL;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;170;175;160;0;0;16;13;12;17;5;2;3;18;17;16;0;16,5;0;17;15;8;17;12;14;13;0;0;16
369;Ronald De Boer;Netherlands;26;Ajax;23;18;6;;7;;15-05-1970;01-07-1996;FR;0;0;0;0;0;0;0;100;100;100;0;0;0;100;100;100;172;180;170;0;0;14;20;17;15;14;16;17;12;19;16;13;15,5;0;13;16;16;5;18;11;14;16;10;0
370;Wail Sulaiman;Kuwait;22;Al Jahra;24;102;10;;;;01-01-2019;01-07-1996;DC;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;100;0;0;0;0;0;17;14;0;0;0;0;0;0;8,5;0;0;0;0;0;0;0;0;0;0;20
371;Ablade Kumah;Ghana;29;Al Shabab;25;0;0;;;;01-01-1967;01-07-1996;GK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;14;0;0;0;0;0;0;0;0;0;0;0
372;Fuad Anwar;Saudi Arabia;#VALUE!;Al Shabab;25;0;0;;;;1-   -1978;01-07-1996;MC;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;130;-1;100;0;0;0;16;15;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;20
373;Mario Mestrovic;Croatia;26;Alaves;26;0;0;7;;;22-05-1970;01-07-1996;MC;0;0;0;0;0;0;50;100;0;0;50;0;0;0;0;0;111;142;110;0;0;14;16;14;8;14;0;0;0;0;11;12;9,5;0;17;0;0;0;15;0;0;0;0;0
374;Gonz?lez Mart?nez Pedro;Spain;28;Alaves;26;0;0;7;;;18-04-1968;01-07-1996;DL;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;100;140;100;8;13;6;12;14;4;14;11;7;10;16;9;14;6,5;13;20;11;16;5;12;12;16;16;12;9
375;Cano Arenas Pedro Alberto;Spain;27;Alaves;26;0;0;7;;;14-06-1969;01-07-1996;DC;0;100;100;100;50;50;50;100;100;100;0;0;0;0;0;0;116;150;115;8;13;4;8;12;16;14;12;9;13;10;19;5;17,5;7;19;16;10;13;5;13;14;15;6;4
376; Pedro Riesco;Spain;26;Alaves;26;0;0;;;;25-10-1969;01-07-1996;FR;0;0;0;0;0;0;0;0;0;0;50;50;0;100;100;0;112;168;105;12;9;11;13;11;5;15;14;17;7;14;9;15;7;11;7;8;15;2;17;5;10;10;3;12
377;Manuel Serrano;Spain;23;Alaves;26;0;0;7;;;10-09-1972;01-07-1996;AMR;0;0;0;0;0;0;0;0;0;0;100;100;0;50;50;0;105;130;97;0;0;14;0;0;6;19;0;10;9;0;8;16;7;0;0;0;13;0;0;0;0;15;0;0
378;Iker Suk?a;Spain;22;Alaves;26;0;0;7;;;19-04-1974;01-07-1996;GK;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;132;69;0;0;0;14;0;14;0;0;0;0;0;7;0;10,5;0;0;0;0;0;0;0;0;0;0;7
379;Arturo Igoroin S?vori;Spain;19;Alaves;26;0;0;7;;;14-09-1976;01-07-1996;FC;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;76;133;75;0;0;0;12;0;12;17;0;0;0;0;5;0;8,5;0;0;0;0;0;0;0;0;0;0;0
380; ?lex;Spain;22;Alaves;26;0;0;7;7;;01-01-2019;01-07-1996;MC;0;0;0;0;0;0;0;100;100;100;0;0;0;0;0;0;90;137;80;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
